,id,player,year,stint,team,lg,g,ab,r,h,X2b,X3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
7366,36527,stephve01,1953,1,CHA,AL,44,129,14,24,6,0,1,14.0,2.0,0.0,13,18.0,,0.0,1.0,,3.0
7367,36528,stephve01,1953,2,SLA,AL,46,165,16,53,8,0,4,17.0,0.0,0.0,18,24.0,,0.0,3.0,,7.0
7368,36531,stobbch01,1953,1,WS1,AL,27,44,11,10,0,0,0,3.0,1.0,0.0,4,14.0,,0.0,10.0,,1.0
7369,36538,swiftbo01,1953,1,DET,AL,2,3,0,1,1,0,0,1.0,0.0,0.0,2,1.0,,0.0,0.0,,0.0
7370,36546,truckvi01,1953,1,SLA,AL,16,25,0,4,1,0,0,1.0,0.0,0.0,0,3.0,,0.0,4.0,,0.0
7371,36547,truckvi01,1953,2,CHA,AL,24,63,6,15,3,0,1,6.0,0.0,0.0,0,10.0,,1.0,9.0,,1.0
7372,36551,valoel01,1953,1,PHA,AL,50,85,15,19,3,0,0,9.0,0.0,1.0,22,7.0,,0.0,0.0,,2.0
7373,36554,vernomi01,1953,1,WS1,AL,152,608,101,205,43,11,15,115.0,4.0,6.0,63,57.0,,4.0,4.0,,15.0
7374,36561,wertzvi01,1953,1,SLA,AL,128,440,61,118,18,6,19,70.0,1.0,4.0,72,44.0,,4.0,2.0,,13.0
7375,36565,wightbi01,1953,1,DET,AL,13,7,0,3,0,0,0,1.0,0.0,0.0,0,1.0,,0.0,0.0,,0.0
7376,36566,wightbi01,1953,2,CLE,AL,20,5,0,0,0,0,0,0.0,0.0,0.0,0,2.0,,0.0,0.0,,0.0
7377,36570,willite01,1953,1,BOS,AL,37,91,17,37,6,0,13,34.0,0.0,1.0,19,10.0,,0.0,0.0,,1.0
7378,36574,woodlge01,1953,1,NYA,AL,125,395,64,121,26,4,10,58.0,2.0,7.0,82,29.0,,3.0,2.0,,14.0
7379,36576,wynnea01,1953,1,CLE,AL,37,91,11,25,2,0,3,10.0,0.0,0.0,7,17.0,,0.0,6.0,,0.0
7380,36577,yosted01,1953,1,WS1,AL,152,577,107,157,30,7,9,45.0,7.0,4.0,123,59.0,,4.0,9.0,,12.0
7381,36582,adamsbo03,1953,1,CIN,NL,150,607,99,167,14,6,8,49.0,3.0,2.0,58,67.0,,0.0,12.0,,7.0
7382,36583,adcocjo01,1953,1,ML1,NL,157,590,71,168,33,6,18,80.0,3.0,2.0,42,82.0,,2.0,6.0,,22.0
7383,36589,ashburi01,1953,1,PHI,NL,156,622,110,205,25,9,2,57.0,14.0,6.0,61,35.0,,5.0,14.0,,3.0
7384,36594,baileed01,1953,1,CIN,NL,2,8,1,3,1,0,0,1.0,0.0,0.0,1,3.0,,0.0,0.0,,0.0
7385,36597,bankser01,1953,1,CHN,NL,10,35,3,11,1,1,2,6.0,0.0,0.0,4,5.0,,0.0,0.0,,0.0
7386,36600,bellgu01,1953,1,CIN,NL,151,610,102,183,37,5,30,105.0,0.0,2.0,48,72.0,,3.0,4.0,,14.0
7387,36615,buhlbo01,1953,1,ML1,NL,30,53,3,6,0,0,0,2.0,0.0,0.0,2,18.0,,0.0,5.0,,1.0
7388,36616,burdele01,1953,1,ML1,NL,46,53,4,9,0,0,0,1.0,0.0,0.0,0,13.0,,0.0,5.0,,0.0
7389,36617,burgesm01,1953,1,PHI,NL,102,312,31,91,17,5,4,36.0,3.0,2.0,37,17.0,,2.0,0.0,,11.0
7390,36623,cavarph01,1953,1,CHN,NL,27,21,3,6,3,0,0,3.0,0.0,0.0,6,3.0,,0.0,0.0,,0.0
7391,36634,coopewa01,1953,1,ML1,NL,53,137,12,30,6,0,3,16.0,1.0,0.0,12,15.0,,1.0,1.0,,6.0
7392,36637,crandde01,1953,1,ML1,NL,116,382,55,104,13,1,15,51.0,2.0,1.0,33,47.0,,0.0,5.0,,13.0
7393,36639,darkal01,1953,1,NY1,NL,155,647,126,194,41,6,23,88.0,7.0,2.0,28,34.0,,6.0,12.0,,19.0
7394,36641,dicksmu01,1953,1,PIT,NL,45,61,0,7,0,0,0,2.0,0.0,0.0,2,11.0,,0.0,4.0,,2.0
7395,36647,ennisde01,1953,1,PHI,NL,152,578,79,165,22,3,29,125.0,1.0,3.0,57,53.0,,5.0,3.0,,14.0
7396,36651,facero01,1953,1,PIT,NL,43,30,1,4,1,0,0,2.0,0.0,0.0,0,10.0,,0.0,4.0,,0.0
7397,36654,foileha01,1953,1,CIN,NL,5,13,1,2,0,0,0,0.0,0.0,0.0,1,2.0,,0.0,0.0,,0.0
7398,36656,frienbo01,1953,1,PIT,NL,32,52,4,7,1,0,0,1.0,0.0,0.0,1,16.0,,0.0,3.0,,1.0
7399,36657,furilca01,1953,1,BRO,NL,132,479,82,165,38,6,21,92.0,1.0,1.0,34,32.0,,4.0,1.0,,15.0
7400,36669,haddiha01,1953,1,SLN,NL,48,97,21,28,3,3,1,11.0,0.0,0.0,5,19.0,,2.0,3.0,,2.0
7401,36671,halldi01,1953,1,PIT,NL,7,24,2,4,0,0,0,1.0,1.0,1.0,1,3.0,,0.0,0.0,,0.0
7402,36672,hamnegr01,1953,1,PHI,NL,154,609,90,168,30,8,21,92.0,2.0,1.0,32,28.0,,1.0,4.0,,17.0
7403,36675,hattogr01,1953,1,CIN,NL,83,159,22,37,3,1,7,22.0,0.0,1.0,29,24.0,,0.0,3.0,,3.0
7404,36682,hodgegi01,1953,1,BRO,NL,141,520,101,157,22,7,31,122.0,1.0,4.0,75,84.0,,3.0,0.0,,4.0
7405,36699,joneswi01,1953,1,PHI,NL,149,481,61,108,16,2,19,70.0,1.0,1.0,85,45.0,,1.0,4.0,,10.0
7406,36711,klippjo01,1953,1,CHN,NL,48,58,5,9,2,0,1,4.0,0.0,0.0,1,20.0,,0.0,3.0,,0.0
7407,36712,kluszte01,1953,1,CIN,NL,149,570,97,180,25,0,40,108.0,2.0,0.0,55,34.0,,4.0,0.0,,13.0
7408,36717,labincl01,1953,1,BRO,NL,37,28,1,2,1,0,0,0.0,0.0,0.0,3,18.0,,0.0,3.0,,0.0
7409,36718,landrho01,1953,1,CIN,NL,52,154,15,37,3,1,3,16.0,2.0,0.0,12,8.0,,1.0,0.0,,2.0
7410,36719,laniema01,1953,1,NY1,NL,3,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,0.0
7411,36721,leonadu02,1953,1,CHN,NL,45,10,0,3,1,0,0,2.0,0.0,0.0,0,1.0,,0.0,0.0,,0.0
7412,36726,lockmwh01,1953,1,NY1,NL,150,607,85,179,22,4,9,61.0,3.0,4.0,52,36.0,,0.0,5.0,,5.0
7413,36732,lowrepe01,1953,1,SLN,NL,104,182,26,49,9,2,5,27.0,1.0,0.0,15,21.0,,0.0,1.0,,8.0
7414,36740,matheed01,1953,1,ML1,NL,157,579,110,175,31,8,47,135.0,1.0,3.0,99,83.0,,2.0,1.0,,6.0
7415,36743,mcculcl01,1953,1,CHN,NL,77,229,21,59,3,2,6,23.0,0.0,0.0,15,23.0,,0.0,3.0,,9.0
7416,36744,mcmilro01,1953,1,CIN,NL,155,557,51,130,15,4,5,43.0,2.0,4.0,43,52.0,,1.0,9.0,,11.0
7417,36749,miksied01,1953,1,CHN,NL,142,577,61,145,17,6,8,39.0,13.0,4.0,33,59.0,,1.0,13.0,,18.0
7418,36751,millest01,1953,1,SLN,NL,42,43,4,8,2,0,0,1.0,0.0,0.0,3,2.0,,0.0,4.0,,2.0
7419,36760,musiast01,1953,1,SLN,NL,157,593,127,200,53,9,30,113.0,3.0,4.0,105,32.0,,0.0,0.0,,10.0
7420,36763,nichobi01,1953,1,PHI,NL,38,62,12,13,5,1,2,16.0,0.0,0.0,12,20.0,,0.0,0.0,,2.0
7421,36765,nuxhajo01,1953,1,CIN,NL,30,49,6,16,2,0,3,8.0,0.0,0.0,4,13.0,,0.0,2.0,,1.0
7422,36769,pafkoan01,1953,1,ML1,NL,140,516,70,153,23,4,17,72.0,2.0,1.0,37,33.0,,3.0,12.0,,14.0
7423,36779,podrejo01,1953,1,BRO,NL,34,36,5,11,0,0,0,1.0,1.0,0.0,0,1.0,,1.0,1.0,,1.0
7424,36780,polleho01,1953,1,PIT,NL,5,3,1,1,0,0,0,2.0,0.0,0.0,0,0.0,,0.0,1.0,,0.0
7425,36781,polleho01,1953,2,CHN,NL,25,31,2,4,0,0,0,0.0,0.0,0.0,3,6.0,,0.0,3.0,,0.0
7426,36782,postwa01,1953,1,CIN,NL,11,33,3,8,1,0,1,4.0,1.0,0.0,4,6.0,,0.0,0.0,,2.0
7427,36785,raffeke01,1953,1,CIN,NL,26,57,2,8,3,0,1,8.0,0.0,1.0,0,22.0,,0.0,8.0,,3.0
7428,36788,reesepe01,1953,1,BRO,NL,140,524,108,142,25,7,13,61.0,22.0,6.0,82,61.0,,4.0,15.0,,15.0
7429,36791,ricede01,1953,1,SLN,NL,135,419,32,99,22,1,6,37.0,0.0,0.0,48,49.0,,6.0,7.0,,13.0
7430,36797,roberro01,1953,1,PHI,NL,44,123,14,22,5,1,1,7.0,0.0,0.0,7,29.0,,1.0,9.0,,4.0
7431,36804,sauerha01,1953,1,CHN,NL,108,395,61,104,16,5,19,60.0,0.0,0.0,50,56.0,,2.0,0.0,,12.0
7432,36807,schoere01,1953,1,SLN,NL,146,564,107,193,35,5,15,79.0,3.0,3.0,60,23.0,,0.0,3.0,,19.0
7433,36808,schofdi01,1953,1,SLN,NL,33,39,9,7,0,0,2,4.0,0.0,0.0,2,11.0,,0.0,0.0,,0.0
7434,36812,seminan01,1953,1,CIN,NL,119,387,46,91,12,0,19,64.0,2.0,2.0,49,82.0,,1.0,1.0,,10.0
7435,36816,simmocu01,1953,1,PHI,NL,32,93,6,13,1,1,0,3.0,1.0,0.0,2,15.0,,1.0,4.0,,0.0
7436,36820,slaugen01,1953,1,SLN,NL,143,492,64,143,34,9,6,89.0,4.0,4.0,80,28.0,,5.0,1.0,,10.0
7437,36825,snidedu01,1953,1,BRO,NL,153,590,132,198,38,4,42,126.0,16.0,7.0,82,90.0,,3.0,5.0,,10.0
7438,36826,spahnwa01,1953,1,ML1,NL,38,105,6,23,5,0,2,12.0,0.0,0.0,1,22.0,,0.0,5.0,,1.0
7439,36829,stalege01,1953,1,SLN,NL,40,78,4,8,0,0,0,2.0,0.0,0.0,4,21.0,,0.0,7.0,,3.0
7440,36839,thomafr03,1953,1,PIT,NL,128,455,68,116,22,1,30,102.0,1.0,2.0,50,93.0,,2.0,3.0,,12.0
7441,36842,thomsbo01,1953,1,NY1,NL,154,608,80,175,22,6,26,106.0,4.0,2.0,43,57.0,,3.0,2.0,,18.0
7442,36844,torgeea01,1953,1,PHI,NL,111,379,58,104,25,8,11,64.0,7.0,1.0,53,57.0,,2.0,3.0,,7.0
7443,36851,wehmehe01,1953,1,CIN,NL,29,20,1,4,0,0,0,0.0,0.0,0.0,1,6.0,,0.0,0.0,,1.0
7444,36854,wilheho01,1953,1,NY1,NL,68,33,5,5,2,1,0,1.0,0.0,0.0,4,8.0,,0.0,5.0,,2.0
7445,36856,willidi02,1953,1,BRO,NL,30,55,4,12,2,0,2,5.0,0.0,0.0,3,10.0,,1.0,1.0,,1.0
7446,36860,worthal01,1953,1,NY1,NL,20,31,5,2,1,0,0,0.0,0.0,0.0,2,14.0,,0.0,4.0,,0.0
7447,36870,bakerfl01,1954,1,BOS,AL,21,20,1,4,2,0,0,3.0,0.0,0.0,0,1.0,,0.0,0.0,0.0,0.0
7448,36876,berrayo01,1954,1,NYA,AL,151,584,88,179,28,6,22,125.0,0.0,1.0,56,29.0,,4.0,1.0,7.0,9.0
7449,36885,boonera01,1954,1,DET,AL,148,543,76,160,19,7,20,85.0,4.0,2.0,71,53.0,,2.0,2.0,4.0,18.0
7450,36892,brownha01,1954,1,BOS,AL,40,24,1,3,1,0,0,3.0,0.0,0.0,3,6.0,,0.0,1.0,0.0,0.0
7451,36895,busbyji01,1954,1,WS1,AL,155,628,83,187,22,7,7,80.0,17.0,2.0,43,56.0,,3.0,5.0,7.0,8.0
7452,36897,byrneto01,1954,1,NYA,AL,7,19,2,7,4,1,0,6.0,0.0,0.0,0,3.0,,0.0,0.0,0.0,0.0
7453,36901,cavarph01,1954,1,CHA,AL,71,158,21,50,6,0,3,24.0,4.0,0.0,26,12.0,,2.0,1.0,1.0,1.0
7454,36902,cervbo01,1954,1,NYA,AL,56,100,14,26,6,0,5,13.0,0.0,2.0,11,17.0,,0.0,0.0,1.0,3.0
7455,36923,donovdi01,1954,1,DET,AL,2,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,,0.0,0.0,0.0,0.0
7456,36925,dropowa01,1954,1,DET,AL,107,320,27,90,14,2,4,44.0,0.0,1.0,24,41.0,,0.0,6.0,4.0,13.0
7457,36930,eversho01,1954,1,BOS,AL,6,8,1,0,0,0,0,0.0,0.0,0.0,0,2.0,,0.0,0.0,0.0,0.0
7458,36931,eversho01,1954,3,DET,AL,30,60,5,11,4,0,0,5.0,1.0,0.0,5,8.0,,1.0,0.0,0.0,2.0
7459,36933,fellebo01,1954,1,CLE,AL,19,48,6,9,1,0,0,1.0,0.0,0.0,4,17.0,,0.0,3.0,0.0,1.0
7460,36937,fordwh01,1954,1,NYA,AL,34,62,7,10,1,0,0,7.0,0.0,0.0,9,15.0,,0.0,7.0,1.0,0.0
7461,36938,fornimi01,1954,1,CHA,AL,16,11,2,3,0,0,0,0.0,1.0,0.0,0,0.0,,0.0,1.0,0.0,1.0
7462,36940,foxne01,1954,1,CHA,AL,155,631,111,201,24,8,2,47.0,16.0,9.0,51,12.0,,5.0,15.0,4.0,13.0
7463,36945,garvene01,1954,1,DET,AL,36,79,3,13,2,0,0,4.0,0.0,1.0,6,15.0,,0.0,5.0,0.0,0.0
7464,36947,ginsbjo01,1954,1,CLE,AL,3,2,0,1,0,1,0,1.0,0.0,0.0,0,0.0,,1.0,0.0,0.0,0.0
7465,36949,goodmbi01,1954,1,BOS,AL,127,489,71,148,25,4,1,36.0,3.0,3.0,51,15.0,,2.0,9.0,1.0,10.0
7466,36955,gromest01,1954,1,DET,AL,36,79,6,15,0,0,0,3.0,0.0,0.0,8,21.0,,1.0,10.0,0.0,0.0
7467,36956,grothjo01,1954,1,CHA,AL,125,422,41,116,20,0,7,60.0,3.0,9.0,42,37.0,,2.0,8.0,3.0,19.0
7468,36959,hattogr01,1954,2,CHA,AL,13,30,3,5,1,0,0,3.0,1.0,0.0,5,3.0,,0.0,0.0,1.0,1.0
7469,36960,hattogr01,1954,3,BOS,AL,99,302,40,85,12,3,5,33.0,1.0,1.0,58,25.0,,2.0,3.0,1.0,6.0
7470,36962,heganji01,1954,1,CLE,AL,139,423,56,99,12,7,11,40.0,0.0,1.0,34,48.0,,0.0,7.0,4.0,15.0
7471,36963,heldwo01,1954,1,NYA,AL,4,3,2,0,0,0,0,0.0,0.0,0.0,2,1.0,,0.0,0.0,0.0,0.0
7472,36964,henrybi01,1954,1,BOS,AL,25,34,2,4,0,0,0,3.0,0.0,0.0,3,7.0,,0.0,0.0,0.0,0.0
7473,36965,herbera01,1954,1,DET,AL,42,17,5,3,0,1,1,3.0,0.0,0.0,2,4.0,,0.0,0.0,0.0,1.0
7474,36968,hoeftbi01,1954,1,DET,AL,35,52,5,10,6,0,0,6.0,0.0,0.0,10,24.0,,0.0,0.0,1.0,1.0
7475,36982,joosted01,1954,1,PHA,AL,19,47,7,17,3,0,1,9.0,0.0,1.0,10,10.0,,0.0,0.0,0.0,4.0
7476,36983,kalinal01,1954,1,DET,AL,138,504,42,139,18,3,4,43.0,9.0,5.0,22,45.0,,0.0,7.0,2.0,21.0
7477,36986,kellge01,1954,1,BOS,AL,26,93,15,24,3,0,0,10.0,0.0,0.0,15,3.0,,0.0,1.0,0.0,2.0
7478,36987,kellge01,1954,2,CHA,AL,71,233,25,66,10,0,5,48.0,1.0,1.0,18,12.0,,0.0,1.0,9.0,5.0
7479,36990,kennebo01,1954,1,CLE,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0
7480,36991,kennebo01,1954,2,BAL,AL,106,323,37,81,13,2,6,45.0,2.0,1.0,28,43.0,,0.0,3.0,5.0,16.0
7481,36994,killeha01,1954,1,WS1,AL,9,13,1,4,1,0,0,3.0,0.0,0.0,2,3.0,,0.0,0.0,0.0,1.0
7482,37005,kuennha01,1954,1,DET,AL,155,656,81,201,28,6,5,48.0,9.0,9.0,29,13.0,,1.0,6.0,4.0,19.0
7483,37006,kuzavbo01,1954,1,NYA,AL,20,6,0,0,0,0,0,0.0,0.0,0.0,1,4.0,,0.0,0.0,0.0,1.0
7484,37007,kuzavbo01,1954,2,BAL,AL,4,7,0,0,0,0,0,0.0,0.0,0.0,0,4.0,,0.0,1.0,0.0,0.0
7485,37009,larsedo01,1954,1,BAL,AL,44,88,6,22,5,3,1,4.0,0.0,0.0,5,15.0,,0.0,2.0,0.0,2.0
7486,37010,laryfr01,1954,1,DET,AL,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
7487,37012,lemonbo01,1954,1,CLE,AL,40,98,11,21,4,1,2,10.0,0.0,0.0,6,24.0,,0.0,8.0,1.0,1.0
7488,37021,lollash01,1954,1,CHA,AL,107,316,31,77,13,0,7,34.0,0.0,1.0,37,28.0,,7.0,3.0,2.0,5.0
7489,37024,majesha01,1954,1,CLE,AL,57,121,10,34,4,0,3,17.0,0.0,0.0,7,14.0,,0.0,1.0,0.0,5.0
7490,37025,mantlmi01,1954,1,NYA,AL,146,543,129,163,17,12,27,102.0,5.0,2.0,102,107.0,,0.0,2.0,4.0,3.0
7491,37032,maxwech01,1954,1,BOS,AL,74,104,9,26,4,1,0,5.0,3.0,0.0,12,21.0,,0.0,1.0,0.0,4.0
7492,37040,michaca01,1954,1,CHA,AL,101,282,35,74,13,2,7,44.0,10.0,4.0,56,31.0,,4.0,2.0,0.0,2.0
7493,37043,minosmi01,1954,1,CHA,AL,153,568,119,182,29,18,19,116.0,18.0,11.0,77,46.0,,16.0,6.0,8.0,20.0
7494,37049,mossle01,1954,1,BAL,AL,50,126,7,31,3,0,0,5.0,0.0,0.0,14,16.0,,0.0,1.0,0.0,3.0
7495,37054,newhoha01,1954,1,CLE,AL,26,13,0,2,0,0,0,1.0,0.0,0.0,0,0.0,,0.0,1.0,0.0,0.0
7496,37056,niemabo01,1954,1,DET,AL,91,251,24,66,14,1,8,35.0,0.0,2.0,22,32.0,,0.0,3.0,3.0,10.0
7497,37058,norenir01,1954,1,NYA,AL,125,426,70,136,21,6,12,66.0,4.0,6.0,43,38.0,,1.0,3.0,7.0,4.0
7498,37065,pascuca02,1954,1,WS1,AL,48,30,2,4,0,1,0,1.0,0.0,0.0,1,2.0,,0.0,1.0,0.0,0.0
7499,37069,phillda01,1954,1,CLE,AL,133,452,48,102,13,3,12,60.0,2.0,4.0,57,48.0,,0.0,6.0,7.0,16.0
7500,37070,piercbi02,1954,1,CHA,AL,38,57,4,11,0,0,0,5.0,0.0,0.0,4,12.0,,0.0,6.0,1.0,0.0
7501,37071,piersji01,1954,1,BOS,AL,133,474,77,135,24,2,8,38.0,5.0,1.0,36,42.0,,3.0,5.0,2.0,13.0
7502,37074,portebo01,1954,1,WS1,AL,32,88,3,9,0,0,1,5.0,0.0,0.0,4,24.0,,1.0,5.0,1.0,0.0
7503,37076,powervi01,1954,1,PHA,AL,127,462,36,118,17,5,8,38.0,2.0,1.0,19,19.0,,2.0,0.0,2.0,16.0
7504,37084,robined01,1954,1,NYA,AL,85,142,11,37,9,0,3,27.0,0.0,0.0,19,21.0,,0.0,0.0,2.0,1.0
7505,37094,schmijo01,1954,1,WS1,AL,29,60,6,7,0,0,0,1.0,0.0,0.0,2,15.0,,0.0,6.0,0.0,2.0
7506,37096,shantbo01,1954,1,PHA,AL,7,3,2,1,0,0,0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0
7507,37098,sievero01,1954,1,WS1,AL,145,514,75,119,26,6,24,102.0,2.0,1.0,80,77.0,,2.0,2.0,11.0,17.0
7508,37102,skowrbi01,1954,1,NYA,AL,87,215,37,73,12,9,7,41.0,2.0,1.0,19,18.0,,1.0,0.0,2.0,8.0
7509,37103,slaugen01,1954,1,NYA,AL,69,125,19,31,4,2,1,19.0,0.0,2.0,28,8.0,,0.0,1.0,0.0,0.0
7510,37107,stephve01,1954,1,BAL,AL,101,365,31,104,17,1,8,46.0,0.0,3.0,17,36.0,,0.0,4.0,7.0,4.0
7511,37110,stobbch01,1954,1,WS1,AL,31,51,4,7,1,0,0,3.0,0.0,0.0,6,8.0,,1.0,9.0,1.0,0.0
7512,37125,truckvi01,1954,1,CHA,AL,40,93,5,17,2,0,0,8.0,0.0,0.0,1,21.0,,0.0,9.0,2.0,3.0
7513,37131,valoel01,1954,1,PHA,AL,95,224,28,48,11,6,1,33.0,2.0,1.0,51,18.0,,0.0,3.0,3.0,2.0
7514,37133,vernomi01,1954,1,WS1,AL,151,597,90,173,33,14,20,97.0,1.0,4.0,61,61.0,,5.0,4.0,6.0,10.0
7515,37138,wertzvi01,1954,1,BAL,AL,29,94,5,19,1,0,1,13.0,0.0,0.0,11,17.0,,0.0,0.0,1.0,1.0
7516,37139,wertzvi01,1954,2,CLE,AL,94,295,33,81,14,2,14,48.0,0.0,2.0,34,40.0,,0.0,1.0,5.0,4.0
7517,37145,willite01,1954,1,BOS,AL,117,386,93,133,23,1,29,89.0,0.0,0.0,136,32.0,,1.0,0.0,3.0,10.0
7518,37150,woodlge01,1954,1,NYA,AL,97,304,33,76,12,5,3,40.0,3.0,4.0,53,35.0,,0.0,0.0,3.0,3.0
7519,37152,wynnea01,1954,1,CLE,AL,40,93,10,17,3,0,0,4.0,0.0,0.0,7,13.0,,0.0,5.0,0.0,2.0
7520,37153,yosted01,1954,1,WS1,AL,155,539,101,138,26,4,11,47.0,7.0,3.0,131,71.0,,5.0,11.0,1.0,5.0
7521,37157,aaronha01,1954,1,ML1,NL,122,468,58,131,27,6,13,69.0,2.0,2.0,28,39.0,,3.0,6.0,4.0,13.0
7522,37159,adamsbo03,1954,1,CIN,NL,110,390,69,105,25,6,3,23.0,2.0,5.0,55,46.0,,3.0,4.0,2.0,4.0
7523,37160,adcocjo01,1954,1,ML1,NL,133,500,73,154,27,5,23,87.0,1.0,4.0,44,58.0,,3.0,11.0,4.0,7.0
7524,37166,ashburi01,1954,1,PHI,NL,153,559,111,175,16,8,1,41.0,11.0,8.0,125,46.0,,4.0,14.0,1.0,3.0
7525,37169,baileed01,1954,1,CIN,NL,73,183,21,36,2,3,9,20.0,1.0,0.0,35,34.0,,0.0,3.0,1.0,2.0
7526,37170,bakerfl01,1954,2,PHI,NL,23,22,0,5,0,0,0,0.0,0.0,0.0,5,4.0,,0.0,1.0,0.0,0.0
7527,37172,bankser01,1954,1,CHN,NL,154,593,70,163,19,7,19,79.0,6.0,10.0,40,50.0,,7.0,5.0,4.0,11.0
7528,37176,bellgu01,1954,1,CIN,NL,153,619,104,185,38,7,17,101.0,5.0,3.0,48,58.0,,4.0,5.0,8.0,13.0
7529,37186,buhlbo01,1954,1,ML1,NL,31,31,0,1,0,0,0,0.0,0.0,0.0,2,12.0,,0.0,0.0,0.0,0.0
7530,37187,burdele01,1954,1,ML1,NL,39,79,3,7,1,0,0,4.0,0.0,0.0,1,14.0,,2.0,5.0,2.0,0.0
7531,37188,burgesm01,1954,1,PHI,NL,108,345,41,127,27,5,4,46.0,1.0,5.0,42,11.0,,0.0,1.0,4.0,10.0
7532,37201,coopewa01,1954,1,PIT,NL,14,15,0,3,2,0,0,1.0,0.0,0.0,2,1.0,,0.0,0.0,0.0,1.0
7533,37202,coopewa01,1954,2,CHN,NL,57,158,21,49,10,2,7,32.0,0.0,0.0,21,23.0,,2.0,0.0,0.0,7.0
7534,37205,crandde01,1954,1,ML1,NL,138,463,60,112,18,2,21,64.0,0.0,3.0,40,56.0,,3.0,6.0,2.0,14.0
7535,37208,darkal01,1954,1,NY1,NL,154,644,98,189,26,6,20,70.0,5.0,3.0,27,40.0,,5.0,12.0,5.0,16.0
7536,37212,dicksmu01,1954,1,PHI,NL,40,79,4,15,2,0,0,5.0,0.0,0.0,2,9.0,,0.0,4.0,0.0,2.0
7537,37217,ennisde01,1954,1,PHI,NL,145,556,73,145,23,2,25,119.0,2.0,1.0,50,60.0,,2.0,1.0,11.0,23.0
7538,37220,eversho01,1954,2,NY1,NL,12,11,1,1,0,0,1,3.0,0.0,0.0,0,6.0,,0.0,0.0,0.0,0.0
7539,37225,frienbo01,1954,1,PIT,NL,35,51,6,14,1,1,1,7.0,0.0,0.0,5,8.0,,0.0,1.0,0.0,2.0
7540,37226,furilca01,1954,1,BRO,NL,150,547,56,161,23,1,19,96.0,2.0,4.0,49,35.0,,5.0,3.0,3.0,17.0
7541,37242,haddiha01,1954,1,SLN,NL,61,93,16,18,4,2,0,4.0,2.0,0.0,5,11.0,,0.0,0.0,1.0,1.0
7542,37244,halldi01,1954,1,PIT,NL,112,310,38,74,8,4,2,27.0,3.0,0.0,33,46.0,,0.0,1.0,9.0,14.0
7543,37245,hamnegr01,1954,1,PHI,NL,152,596,83,178,39,11,13,89.0,1.0,2.0,53,44.0,,0.0,2.0,9.0,13.0
7544,37247,hattogr01,1954,1,CIN,NL,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0
7545,37253,hodgegi01,1954,1,BRO,NL,154,579,106,176,23,5,42,130.0,3.0,3.0,74,84.0,,1.0,5.0,19.0,13.0
7546,37269,joneswi01,1954,1,PHI,NL,142,535,64,145,28,3,12,56.0,4.0,1.0,61,54.0,,0.0,8.0,6.0,10.0
7547,37277,klippjo01,1954,1,CHN,NL,36,45,2,6,1,0,0,3.0,0.0,0.0,0,14.0,,0.0,2.0,1.0,0.0
7548,37278,kluszte01,1954,1,CIN,NL,149,573,104,187,28,3,49,141.0,0.0,2.0,78,35.0,,3.0,0.0,5.0,12.0
7549,37284,labincl01,1954,1,BRO,NL,47,30,2,1,0,0,0,0.0,0.0,0.0,4,15.0,,0.0,0.0,0.0,1.0
7550,37285,landrho01,1954,1,CIN,NL,48,81,12,16,0,0,5,14.0,1.0,0.0,18,9.0,,0.0,2.0,1.0,1.0
7551,37291,lawve01,1954,1,PIT,NL,50,52,10,12,5,0,1,13.0,0.0,0.0,5,8.0,,1.0,6.0,0.0,4.0
7552,37298,lockmwh01,1954,1,NY1,NL,148,570,73,143,17,3,16,60.0,2.0,2.0,59,31.0,,0.0,4.0,6.0,3.0
7553,37303,lowrepe01,1954,1,SLN,NL,74,61,6,7,1,2,0,5.0,0.0,0.0,9,9.0,,0.0,0.0,2.0,2.0
7554,37310,matheed01,1954,1,ML1,NL,138,476,96,138,21,4,40,103.0,10.0,3.0,113,61.0,,2.0,3.0,7.0,9.0
7555,37311,mayswi01,1954,1,NY1,NL,151,565,119,195,33,13,41,110.0,8.0,5.0,66,57.0,,2.0,0.0,7.0,12.0
7556,37313,mcculcl01,1954,1,CHN,NL,31,81,9,21,7,0,3,17.0,0.0,0.0,5,5.0,,1.0,0.0,0.0,1.0
7557,37314,mcmilro01,1954,1,CIN,NL,154,588,86,147,21,2,4,42.0,4.0,2.0,47,54.0,,5.0,31.0,6.0,9.0
7558,37319,miksied01,1954,1,CHN,NL,38,99,9,20,3,0,2,3.0,1.0,0.0,3,9.0,,0.0,2.0,0.0,2.0
7559,37321,millest01,1954,1,SLN,NL,20,13,1,4,0,0,0,0.0,0.0,0.0,1,5.0,,0.0,0.0,0.0,0.0
